F=003A S=001A B=1AB2 P=0000 C=004C R=35C5 N=7058 V=FFE59C
F=003A S=001A B=1AEC P=0000 C=004C R=35C5 N=75C8 V=FFE59C
F=003A S=001A B=1B26 P=0000 C=004C R=35C5 N=7B38 V=FFE59C
F=003A S=001B B=1B60 P=0000 C=004C R=35C5 N=80A8 V=FFE59C
F=003A S=001B B=1B9A P=0000 C=004C R=35C5 N=8618 V=FFE59C
F=003A S=001A B=1BD4 P=0000 C=004C R=35C5 N=8B88 V=FFE59C
F=003A S=001B B=1C0E P=0000 C=004C R=35C5 N=90F8 V=FFE59C
F=003A S=001A B=1C48 P=0000 C=004C R=35C5 N=9668 V=FFE59C
F=003A S=001A B=1C82 P=0000 C=004C R=35C5 N=9BD8 V=FFE59C
F=003A S=001B B=1CBC P=0000 C=004C R=35C5 N=A148 V=FFE59C
